Wind Power Multiplier (MW),Installed Solar (MW),Installed Battery (MW),Renewable Energy (%),Cost ($/MWh)
4.0,8200.0,0.0,0.9742071361853676,51.69104726418001
4.0,8200.0,1.0,0.9742071361853676,51.69105338972839
4.0,8200.0,2.0,0.9742071361853676,51.69105951527677
4.0,8200.0,3.0,0.9742071361853676,51.69106564082515
4.0,8200.0,4.0,0.9742071361853676,51.69107176637353
4.0,8400.0,0.0,0.9743182155184947,51.69005428130169
4.0,8400.0,1.0,0.9743182155184947,51.69006040685008
4.0,8400.0,2.0,0.9743182155184947,51.69006653239846
4.0,8400.0,3.0,0.9743182155184947,51.69007265794684
4.0,8400.0,4.0,0.9743182155184947,51.690078783495224
4.0,8600.0,0.0,0.9744236776481318,51.68909157137397
4.0,8600.0,1.0,0.9744236776481318,51.68909769692235
4.0,8600.0,2.0,0.9744236776481318,51.689103822470734
4.0,8600.0,3.0,0.9744236776481318,51.689109948019116
4.0,8600.0,4.0,0.9744236776481318,51.6891160735675
4.0,8800.0,0.0,0.9745264127743776,51.68828913507214
4.0,8800.0,1.0,0.9745264127743776,51.68829526062052
4.0,8800.0,2.0,0.9745264127743776,51.6883013861689
4.0,8800.0,3.0,0.9745264127743776,51.688307511717284
4.0,8800.0,4.0,0.9745264127743776,51.688313637265665
